seed,round,class,client_id,role,fedavg_weight,update_norm,weighted_contribution_norm,cosine_update_vs_aggregate
11,1,Manipulation,0,non_holder,0.17920750543457536,0.42364755272865295,0.07592082023620605,0.9444628357887268
11,1,Manipulation,1,non_holder,0.033765990953071506,0.13322918117046356,0.004498614929616451,0.9596361517906189
11,1,Manipulation,2,holder,0.027715636601085895,0.09813420474529266,0.002719852142035961,-0.5267720818519592
11,1,Manipulation,3,non_holder,0.08175443067881731,0.2860069274902344,0.023382334038615227,0.9660335183143616
11,1,Manipulation,4,non_holder,0.06399450821860342,0.26578864455223083,0.017009014263749123,0.9595808982849121
11,1,Manipulation,5,non_holder,0.052472836425095884,0.21198585629463196,0.01112349983304739,0.9528103470802307
11,1,Manipulation,6,non_holder,0.2406300665729666,0.5530538558959961,0.1330813765525818,0.9720317125320435
11,1,Manipulation,7,non_holder,0.026203164285561475,0.10515303164720535,0.002755342284217477,0.9632698893547058
11,1,Manipulation,8,non_holder,0.09916879135230468,0.34429502487182617,0.034143321216106415,0.9513494372367859
11,1,Manipulation,9,non_holder,0.024786500486949116,0.10446914285421371,0.0025894243735820055,0.9709411859512329
11,1,Manipulation,10,non_holder,0.035486358448497346,0.1419268548488617,0.005036467686295509,0.9538666605949402
11,1,Manipulation,11,non_holder,0.03317718715496144,0.12529227137565613,0.004156844690442085,0.9490540623664856
11,1,Manipulation,12,non_holder,0.01581073073993011,0.06940867751836777,0.0010974019533023238,0.9678225517272949
11,1,Manipulation,13,holder,0.039270329776635936,0.14036677777767181,0.005512250121682882,-0.679413378238678
11,1,Manipulation,14,non_holder,0.04655596287094407,0.188160240650177,0.008759981021285057,0.9629272818565369
11,1,Replay,0,non_holder,0.17920750543457536,0.4285910427570343,0.07680673152208328,0.9469031691551208
11,1,Replay,1,holder,0.033765990953071506,0.11639874428510666,0.003930319100618362,-0.7259752154350281
11,1,Replay,2,non_holder,0.027715636601085895,0.11477112770080566,0.0031809548381716013,0.9471684694290161
11,1,Replay,3,non_holder,0.08175443067881731,0.2904692590236664,0.023747149854898453,0.9582793116569519
11,1,Replay,4,holder,0.06399450821860342,0.21530859172344208,0.013778566382825375,-0.4216020107269287
11,1,Replay,5,non_holder,0.052472836425095884,0.21211868524551392,0.011130468919873238,0.9432159662246704
11,1,Replay,6,non_holder,0.2406300665729666,0.5382948517799377,0.1295299232006073,0.9748156070709229
11,1,Replay,7,non_holder,0.026203164285561475,0.1050134226679802,0.0027516840491443872,0.9531761407852173
11,1,Replay,8,non_holder,0.09916879135230468,0.3482925295829773,0.03453974798321724,0.950713574886322
11,1,Replay,9,non_holder,0.024786500486949116,0.10482116043567657,0.002598149934783578,0.9623299837112427
11,1,Replay,10,holder,0.035486358448497346,0.12997432053089142,0.004612315446138382,-0.7347922921180725
11,1,Replay,11,non_holder,0.03317718715496144,0.12498438358306885,0.004146629944443703,0.9425272345542908
11,1,Replay,12,non_holder,0.01581073073993011,0.06948913633823395,0.0010986740235239267,0.9585641622543335
11,1,Replay,13,non_holder,0.039270329776635936,0.15500254929065704,0.006087001413106918,0.9470312595367432
11,1,Replay,14,non_holder,0.04655596287094407,0.1883704960346222,0.008769769221544266,0.95611172914505
11,5,Manipulation,0,non_holder,0.17920750543457536,0.27749359607696533,0.049728937447071075,0.9665044546127319
11,5,Manipulation,1,non_holder,0.033765990953071506,0.13853266835212708,0.004677692893892527,0.9438851475715637
11,5,Manipulation,2,holder,0.027715636601085895,0.10910209268331528,0.003023833967745304,-0.8851562738418579
11,5,Manipulation,3,non_holder,0.08175443067881731,0.18104355037212372,0.014801112934947014,0.9797998666763306
11,5,Manipulation,4,non_holder,0.06399450821860342,0.2526167333126068,0.0161660835146904,0.9645888209342957
11,5,Manipulation,5,non_holder,0.052472836425095884,0.17515994608402252,0.009191138669848442,0.9632741212844849
11,5,Manipulation,6,non_holder,0.2406300665729666,0.39720776677131653,0.09558013081550598,0.9875721335411072
11,5,Manipulation,7,non_holder,0.026203164285561475,0.09869556874036789,0.002586136106401682,0.9853585958480835
11,5,Manipulation,8,non_holder,0.09916879135230468,0.14999374747276306,0.014874698594212532,0.9732078313827515
11,5,Manipulation,9,non_holder,0.024786500486949116,0.08770305663347244,0.0021738517098128796,0.9804916381835938
11,5,Manipulation,10,non_holder,0.035486358448497346,0.14711779356002808,0.0052206749096512794,0.9434545636177063
11,5,Manipulation,11,non_holder,0.03317718715496144,0.10325110703706741,0.0034255809150636196,0.9454557299613953
11,5,Manipulation,12,non_holder,0.01581073073993011,0.06904461234807968,0.0010916456812992692,0.958980143070221
11,5,Manipulation,13,holder,0.039270329776635936,0.13936835527420044,0.005473040975630283,-0.919270396232605
11,5,Manipulation,14,non_holder,0.04655596287094407,0.13483290374279022,0.006277274806052446,0.9776858687400818
11,5,Replay,0,non_holder,0.17920750543457536,0.2810705602169037,0.050369955599308014,0.9727199077606201
11,5,Replay,1,holder,0.033765990953071506,0.12291061878204346,0.004150198772549629,-0.8663157820701599
11,5,Replay,2,non_holder,0.027715636601085895,0.11943215876817703,0.003310138126835227,0.9271234273910522
11,5,Replay,3,non_holder,0.08175443067881731,0.18561410903930664,0.015174775384366512,0.969031810760498
11,5,Replay,4,holder,0.06399450821860342,0.19972483813762665,0.012781292200088501,-0.7285616397857666
11,5,Replay,5,non_holder,0.052472836425095884,0.1717241108417511,0.009010851383209229,0.9426184296607971
11,5,Replay,6,non_holder,0.2406300665729666,0.3976830542087555,0.09569450467824936,0.9893895983695984
11,5,Replay,7,non_holder,0.026203164285561475,0.09610310196876526,0.002518205437809229,0.9696391224861145
11,5,Replay,8,non_holder,0.09916879135230468,0.15335293114185333,0.015207825228571892,0.9744611382484436
11,5,Replay,9,non_holder,0.024786500486949116,0.088785819709301,0.002200689632445574,0.9619144201278687
11,5,Replay,10,holder,0.035486358448497346,0.13026584684848785,0.004622660111635923,-0.8676497936248779
11,5,Replay,11,non_holder,0.03317718715496144,0.10318348556756973,0.0034233378246426582,0.9210747480392456
11,5,Replay,12,non_holder,0.01581073073993011,0.06896660476922989,0.0010904123773798347,0.9315999746322632
11,5,Replay,13,non_holder,0.039270329776635936,0.16457298398017883,0.006462835241109133,0.9242092370986938
11,5,Replay,14,non_holder,0.04655596287094407,0.13455522060394287,0.0062643480487167835,0.9630160927772522
11,10,Manipulation,0,non_holder,0.17920750543457536,0.3228858709335327,0.05786357447504997,0.9540396928787231
11,10,Manipulation,1,non_holder,0.033765990953071506,0.13728882372379303,0.004635693039745092,0.944364607334137
11,10,Manipulation,2,holder,0.027715636601085895,0.10651888698339462,0.002952238777652383,-0.9212322235107422
11,10,Manipulation,3,non_holder,0.08175443067881731,0.15033748745918274,0.012290756218135357,0.963789165019989
11,10,Manipulation,4,non_holder,0.06399450821860342,0.23329898715019226,0.01492985337972641,0.9515517354011536
11,10,Manipulation,5,non_holder,0.052472836425095884,0.15919828414916992,0.008353586308658123,0.9856199622154236
11,10,Manipulation,6,non_holder,0.2406300665729666,0.35287219285964966,0.08491165190935135,0.9742560386657715
11,10,Manipulation,7,non_holder,0.026203164285561475,0.09418121725320816,0.002467846032232046,0.9798061847686768
11,10,Manipulation,8,non_holder,0.09916879135230468,0.16669894754886627,0.016531333327293396,0.9502406120300293
11,10,Manipulation,9,non_holder,0.024786500486949116,0.08883824944496155,0.0022019892930984497,0.9660703539848328
11,10,Manipulation,10,non_holder,0.035486358448497346,0.15061388909816742,0.005344738718122244,0.9484900236129761
11,10,Manipulation,11,non_holder,0.03317718715496144,0.1033826619386673,0.0034299457911401987,0.9565415978431702
11,10,Manipulation,12,non_holder,0.01581073073993011,0.06867562979459763,0.001085811760276556,0.969038724899292
11,10,Manipulation,13,holder,0.039270329776635936,0.13251619040966034,0.005203954875469208,-0.9341880679130554
11,10,Manipulation,14,non_holder,0.04655596287094407,0.1177782192826271,0.005483278073370457,0.9513652920722961
11,10,Replay,0,non_holder,0.17920750543457536,0.3074018061161041,0.05508871376514435,0.9604684710502625
11,10,Replay,1,holder,0.033765990953071506,0.11620884388685226,0.0039239064790308475,-0.8519004583358765
11,10,Replay,2,non_holder,0.027715636601085895,0.12031916528940201,0.003334722248837352,0.9382189512252808
11,10,Replay,3,non_holder,0.08175443067881731,0.15449298918247223,0.01263048779219389,0.9579949975013733
11,10,Replay,4,holder,0.06399450821860342,0.19012756645679474,0.012167119421064854,-0.5433034896850586
11,10,Replay,5,non_holder,0.052472836425095884,0.1526981145143509,0.008012503385543823,0.9736143350601196
11,10,Replay,6,non_holder,0.2406300665729666,0.31392285227775574,0.07553927600383759,0.9716288447380066
11,10,Replay,7,non_holder,0.026203164285561475,0.0909104198217392,0.002382140839472413,0.9604822397232056
11,10,Replay,8,non_holder,0.09916879135230468,0.1675124615430832,0.016612010076642036,0.9305130839347839
11,10,Replay,9,non_holder,0.024786500486949116,0.08921748399734497,0.0022113891318440437,0.9428432583808899
